Post_ID,Post_Type,Date,Likes,Shares,Comments,Views,Engagement_Score,User_ID,Platform,Tags
P01066,Video,2023-09-07,2517,914,434,4351,1411.2,U00510,YouTube,"#cosplay,#guide"
P01067,Image,2023-11-05,1806,1197,1370,68004,1492.5,U00043,Instagram,#update
P01068,Image,2023-12-25,4818,717,55,29074,2158.8,U00616,YouTube,#event
P01069,Text,2023-04-02,2668,1538,1847,74572,2082.7,U00793,Twitter,#event
P01070,Image,2023-07-22,4107,1755,1573,72556,2641.2,U00270,YouTube,#event
P01071,Text,2023-05-29,3490,840,990,41465,1945.0,U00461,Facebook,#event
P01072,Image,2023-03-16,4589,1701,2562,8463,3114.5,U00976,Instagram,#update
P01073,Text,2023-02-15,2766,197,2686,1177,1971.3,U00368,Twitter,"#stream,#guide,#fanart"
P01074,Text,2023-05-09,1647,1985,498,75540,1403.7,U00173,YouTube,"#event,#update"
P01075,Video,2023-11-04,2792,1020,2177,12064,2075.9,U00685,Instagram,#fanart
P01076,Video,2024-05-14,415,274,2530,76107,1007.2,U00769,Facebook,"#event,#fanart"
P01077,Video,2023-11-19,197,1568,1350,23062,954.2,U00203,Twitter,"#stream,#cosplay,#update"
P01078,Text,2023-07-09,4808,546,75,84289,2109.5,U00739,Instagram,"#event,#stream,#announcement"
P01079,Image,2024-02-15,2217,968,2176,4823,1830.0,U00850,Facebook,"#stream,#update"
P01080,Video,2023-12-26,1663,464,1322,88052,1201.0,U00834,Instagram,#stream
P01081,Video,2024-04-17,3574,491,2464,73627,2316.1,U00589,Twitter,#event
P01082,Text,2023-07-13,2405,965,2403,95375,1972.4,U00310,Twitter,#fanart
P01083,Text,2023-03-22,4567,1144,1849,76600,2724.7,U00972,Instagram,#stream
P01084,Image,2023-02-05,1949,296,2963,74784,1757.3,U00430,YouTube,#cosplay
P01085,Video,2023-04-28,2863,868,1938,57667,1987.0,U00047,Facebook,"#cosplay,#announcement,#guide"
P01086,Video,2023-12-24,2124,1105,563,86449,1350.0,U00209,Twitter,#event
P01087,Image,2023-05-12,408,1262,2838,26189,1393.2,U00634,Facebook,"#update,#cosplay,#event"
P01088,Text,2023-02-02,2522,420,1665,73662,1634.3,U00187,Instagram,#event
P01089,Video,2023-12-14,507,629,2813,67961,1235.4,U00763,Instagram,"#cosplay,#fanart,#announcement"
P01090,Text,2024-01-18,1608,366,1521,54418,1209.3,U00963,Facebook,"#fanart,#cosplay"
P01091,Image,2023-07-09,3135,1316,2647,47257,2442.9,U00199,Instagram,#guide
P01092,Image,2023-10-08,2904,1805,2412,53654,2426.7,U00545,Twitter,#guide
P01093,Image,2023-06-28,3538,672,517,65878,1771.9,U00701,Instagram,"#fanart,#cosplay,#announcement"
P01094,Video,2023-03-07,1551,1124,2002,84212,1558.2,U00598,YouTube,"#cosplay,#guide,#fanart"
P01095,Image,2023-06-23,411,967,251,95369,529.8,U00896,Twitter,"#fanart,#update,#guide"
P01096,Image,2024-01-27,897,712,1751,79640,1097.7,U00412,Twitter,"#stream,#update,#announcement"
P01097,Text,2023-06-04,3012,1221,1696,80403,2079.9,U00911,YouTube,"#guide,#update,#announcement"
P01098,Text,2023-06-14,96,5,263,15091,118.8,U00729,YouTube,"#guide,#stream"
P01099,Image,2024-01-24,2789,438,2878,36909,2110.4,U00189,Instagram,#cosplay
P01100,Video,2024-03-11,3250,44,352,30789,1418.8,U00270,YouTube,#announcement
P01101,Text,2024-04-06,164,1020,783,11541,606.5,U00170,YouTube,"#update,#fanart,#guide"
P01102,Text,2023-11-24,640,479,1251,61361,775.0,U00862,Instagram,#cosplay
P01103,Video,2023-07-23,4919,1276,1099,91946,2680.1,U00744,Instagram,"#event,#update"
P01104,Video,2024-02-25,490,1660,1470,16722,1135.0,U00028,YouTube,"#announcement,#guide,#stream"
P01105,Image,2023-11-22,2485,227,2605,52247,1843.6,U00234,Instagram,"#update,#fanart,#stream"
P01106,Image,2023-02-25,3503,1461,593,47907,2017.4,U00261,Instagram,"#guide,#update,#stream"
P01107,Text,2023-12-03,1223,1050,2211,54944,1467.5,U00250,Twitter,"#fanart,#event"
P01108,Text,2023-12-14,2027,1357,746,70859,1441.7,U00109,Facebook,"#guide,#fanart"
P01109,Video,2024-04-23,2482,1377,2623,53025,2192.8,U00379,YouTube,"#announcement,#guide"
P01110,Image,2023-03-07,1438,932,627,40572,1042.9,U00485,YouTube,#announcement
P01111,Image,2023-08-12,755,209,2530,31832,1123.7,U00203,Instagram,"#update,#cosplay"
P01112,Video,2023-11-13,3380,1999,2566,89732,2721.5,U00273,Twitter,"#guide,#update"
P01113,Video,2023-08-04,1683,1699,2294,20309,1871.1,U00018,Instagram,"#update,#stream"
P01114,Image,2023-04-13,3673,633,2434,40247,2389.3,U00678,Instagram,"#guide,#stream,#fanart"
P01115,Text,2023-01-22,3326,958,623,22258,1804.7,U00715,Twitter,#event
P01116,Image,2023-10-08,574,887,1099,95897,825.4,U00137,YouTube,"#guide,#update"
P01117,Video,2023-07-07,4952,210,154,67362,2090.0,U00542,Instagram,"#fanart,#stream,#cosplay"
P01118,Text,2023-06-04,1853,1509,455,84012,1330.4,U00328,YouTube,#announcement
P01119,Text,2023-12-13,4124,545,1864,35056,2372.3,U00146,Twitter,"#event,#cosplay"
P01120,Video,2023-01-30,1406,1431,421,93207,1118.0,U00922,Twitter,"#stream,#event"
P01121,Text,2023-07-17,2077,1365,836,48877,1491.1,U00743,Instagram,#guide
P01122,Image,2023-05-19,270,653,630,68710,492.9,U00755,Twitter,#guide
P01123,Video,2023-03-23,970,937,2181,75871,1323.4,U00360,Twitter,#event
P01124,Text,2024-04-28,1919,611,1601,30001,1431.2,U00266,Facebook,#cosplay
P01125,Text,2023-03-17,2950,479,2169,9461,1974.4,U00597,Facebook,"#stream,#fanart,#announcement"
P01126,Text,2023-09-18,2523,1593,2642,96037,2279.7,U00846,Facebook,"#event,#fanart"
P01127,Image,2024-01-02,672,1893,2509,43913,1589.4,U00906,Twitter,"#event,#update"
P01128,Video,2023-02-17,751,380,1373,25023,826.3,U00024,Twitter,"#guide,#fanart,#stream"
P01129,Text,2023-01-09,4130,842,31,20632,1913.9,U00293,Instagram,"#announcement,#event,#fanart"
P01130,Image,2023-02-03,361,1569,2820,25771,1461.1,U00395,Twitter,"#cosplay,#fanart"
P01131,Text,2023-10-22,2342,970,1437,82257,1658.9,U00241,Instagram,"#cosplay,#fanart"
P01132,Video,2023-03-29,2959,599,600,12876,1543.3,U00905,Twitter,#cosplay
P01133,Image,2023-04-18,459,1590,142,75817,703.2,U00426,Instagram,#update
P01134,Video,2023-12-15,531,847,1850,49329,1021.5,U00193,Facebook,"#cosplay,#guide,#update"
P01135,Video,2023-01-08,1099,275,2752,39388,1347.7,U00424,Twitter,#announcement
P01136,Text,2023-04-16,1721,1877,1103,17121,1582.4,U00673,YouTube,"#guide,#event,#announcement"
P01137,Video,2023-04-05,653,1059,336,39625,679.7,U00461,Instagram,"#cosplay,#guide,#announcement"
P01138,Image,2023-05-10,1611,1622,1485,41742,1576.5,U00326,Facebook,"#guide,#event"
P01139,Image,2023-05-09,878,918,21,15919,632.9,U00756,Instagram,"#update,#event"
P01140,Video,2023-07-31,3338,726,2291,53523,2240.3,U00248,Instagram,"#guide,#event,#update"
P01141,Text,2023-05-13,305,888,2440,73562,1120.4,U00870,Facebook,"#stream,#update,#guide"
P01142,Image,2024-01-09,3811,52,2465,62633,2279.5,U00757,Facebook,#guide
P01143,Video,2023-04-26,2134,245,18,60064,932.5,U00602,YouTube,#event
P01144,Video,2023-01-31,25,750,1725,77159,752.5,U00793,Instagram,#update
P01145,Image,2023-05-21,2477,262,2701,81351,1879.7,U00707,Instagram,"#event,#fanart,#guide"
P01146,Image,2024-01-19,3542,370,253,81053,1603.7,U00179,Facebook,#update
P01147,Text,2023-03-24,506,434,2365,67376,1042.1,U00302,Twitter,"#stream,#guide,#fanart"
P01148,Text,2024-02-08,3729,1947,2839,93918,2927.4,U00941,Twitter,"#fanart,#guide"
P01149,Video,2023-03-30,477,1175,307,17903,635.4,U00550,Twitter,#announcement
P01150,Video,2023-01-10,986,246,2729,76627,1286.9,U00961,Facebook,"#event,#cosplay"
P01151,Video,2024-01-14,866,813,1814,45828,1134.5,U00663,Twitter,#guide
P01152,Video,2024-04-17,2899,916,1906,26860,2006.2,U00646,Twitter,"#cosplay,#update"
P01153,Text,2023-08-07,4712,556,2206,44855,2713.4,U00086,YouTube,"#fanart,#update,#announcement"
P01154,Text,2023-12-23,1115,1598,1488,92697,1371.8,U00133,Twitter,"#fanart,#event,#update"
P01155,Image,2023-08-07,313,1459,2001,13055,1163.2,U00528,Twitter,#announcement
P01156,Text,2023-06-25,4729,1828,2744,99446,3263.2,U00701,YouTube,"#stream,#announcement"
P01157,Video,2024-01-04,2160,325,2676,74197,1764.3,U00832,Instagram,#announcement
P01158,Video,2024-02-08,3913,478,1478,40726,2152.0,U00160,Twitter,"#guide,#announcement"
P01159,Image,2023-09-26,4872,1889,2286,47541,3201.3,U00882,Instagram,"#fanart,#guide,#announcement"
P01160,Video,2023-11-23,1314,575,2951,68975,1583.4,U00403,YouTube,#event
P01161,Image,2023-04-05,3340,646,1956,2328,2116.6,U00744,Instagram,"#guide,#stream"
P01162,Image,2023-05-11,339,1220,2102,63606,1132.2,U00581,Instagram,"#update,#cosplay"
P01163,Text,2023-10-16,2001,1736,1934,28503,1901.4,U00463,Twitter,"#announcement,#event,#cosplay"
P01164,Video,2023-06-16,2466,773,1391,88849,1635.6,U00841,YouTube,"#cosplay,#event,#guide"
P01165,Image,2023-01-07,966,1184,237,65522,812.7,U00749,YouTube,"#event,#cosplay"
P01166,Image,2023-05-14,3541,653,2322,83315,2308.9,U00290,Instagram,"#event,#stream,#announcement"
P01167,Text,2023-04-06,2330,1286,743,40433,1540.7,U00778,Instagram,#event
P01168,Text,2023-03-20,894,856,1940,46610,1196.4,U00089,YouTube,"#announcement,#event,#cosplay"
P01169,Text,2024-02-08,329,1632,2221,58705,1287.5,U00751,Twitter,#stream
P01170,Text,2023-09-12,2152,1298,1430,93460,1679.2,U00312,Facebook,"#fanart,#cosplay"
P01171,Image,2023-03-23,61,1248,706,90463,610.6,U00903,Facebook,#update
P01172,Text,2023-08-02,1154,1687,1097,96994,1296.8,U00254,Instagram,#cosplay
P01173,Video,2023-01-17,1960,98,2875,26106,1675.9,U00468,Twitter,#stream
P01174,Text,2023-04-13,692,243,48,54416,364.1,U00932,Instagram,"#fanart,#update,#announcement"
P01175,Image,2023-02-10,2466,1692,2109,78981,2126.7,U00660,Facebook,"#cosplay,#guide"
P01176,Video,2023-12-29,1754,1505,1976,65705,1745.9,U00136,Twitter,#fanart
P01177,Text,2023-07-13,4745,1705,1822,91255,2956.1,U00407,Instagram,"#event,#update"
P01178,Text,2024-03-30,271,580,203,53891,343.3,U00316,Facebook,#cosplay
P01179,Text,2023-08-05,4213,650,2197,94443,2539.3,U00519,YouTube,"#event,#fanart"
P01180,Image,2023-03-20,3339,1869,626,68170,2084.1,U00040,Twitter,"#fanart,#event"
P01181,Text,2024-02-19,4710,1478,1326,31197,2725.2,U00031,Facebook,#guide
P01182,Text,2023-08-25,2920,1844,2356,24854,2428.0,U00923,Twitter,#guide
P01183,Text,2023-09-09,607,955,1092,8615,856.9,U00809,Facebook,"#fanart,#cosplay"
P01184,Video,2023-04-15,1077,1626,16,60981,923.4,U00804,Instagram,"#fanart,#guide,#announcement"
P01185,Image,2023-01-26,2021,1687,798,41277,1553.9,U00915,Instagram,"#guide,#fanart,#stream"
P01186,Video,2023-04-10,102,462,2625,9818,966.9,U00130,YouTube,#fanart
P01187,Video,2023-08-17,3563,257,2143,54899,2145.2,U00999,Instagram,#cosplay
P01188,Video,2023-01-14,434,1485,457,72767,756.2,U00461,YouTube,"#fanart,#announcement"
P01189,Image,2023-01-26,3304,1501,661,61628,1970.2,U00161,Facebook,"#guide,#announcement,#update"
P01190,Video,2023-09-08,3952,416,36,52967,1716.4,U00785,Instagram,"#event,#fanart"
P01191,Video,2023-01-21,4881,385,1041,58806,2380.2,U00241,Instagram,#cosplay
P01192,Text,2023-07-06,4072,781,27,71237,1871.2,U00517,Facebook,"#stream,#guide,#fanart"
P01193,Video,2023-04-26,3016,285,183,75292,1346.8,U00089,Facebook,#stream
P01194,Video,2024-01-30,3958,1681,2900,84333,2957.5,U00621,YouTube,"#event,#stream"
P01195,Text,2023-11-10,2630,78,173,56108,1127.3,U00420,Instagram,"#update,#announcement"
P01196,Text,2023-02-01,2239,1654,57,71242,1408.9,U00666,YouTube,"#fanart,#announcement"
P01197,Image,2023-07-21,3929,1202,1296,21846,2321.0,U00339,Instagram,"#guide,#announcement"
P01198,Text,2023-07-25,1480,1282,357,78606,1083.7,U00992,Instagram,"#update,#guide"
P01199,Video,2024-03-17,2473,253,1204,33678,1426.3,U00860,Facebook,"#cosplay,#announcement,#fanart"
P01200,Video,2023-12-03,4588,1787,902,44718,2641.9,U00187,Facebook,"#guide,#announcement"
P01201,Video,2023-06-19,4279,70,854,21242,1988.8,U00226,Twitter,"#event,#update"
P01202,Video,2024-01-22,2845,1913,2717,63584,2527.0,U00232,YouTube,"#fanart,#event"
P01203,Text,2023-08-25,552,601,1187,61532,757.2,U00335,Twitter,#fanart
P01204,Video,2023-12-19,3373,566,1506,39930,1970.8,U00305,YouTube,#announcement
P01205,Text,2023-05-08,838,314,1469,13161,870.1,U00936,YouTube,#stream
P01206,Image,2023-12-07,3903,1748,475,23133,2228.1,U00030,Twitter,#announcement
P01207,Video,2023-09-29,3218,24,1367,59134,1704.5,U00374,YouTube,"#event,#guide,#cosplay"
P01208,Text,2023-02-19,1333,496,1723,49033,1198.9,U00480,YouTube,"#announcement,#stream"
P01209,Text,2024-04-07,154,454,2250,35050,872.8,U00180,Instagram,"#update,#event"
P01210,Video,2023-02-25,1558,600,1694,48103,1311.4,U00558,Twitter,"#fanart,#guide"
P01211,Text,2023-03-26,3985,902,868,32139,2125.0,U00148,Instagram,"#event,#announcement"
P01212,Text,2024-05-01,1115,449,569,36349,751.4,U00617,Instagram,"#update,#event"
P01213,Text,2023-10-08,3466,145,2865,12830,2289.4,U00512,Twitter,"#cosplay,#update"
P01214,Text,2023-01-04,4288,842,834,57174,2218.0,U00551,Twitter,"#stream,#announcement"
P01215,Image,2023-12-05,866,826,1280,86198,978.2,U00362,YouTube,#fanart
P01216,Image,2023-01-13,3171,464,2669,86321,2208.3,U00280,Facebook,#fanart
P01217,Text,2023-07-09,3250,1886,2888,90877,2732.2,U00782,Instagram,"#stream,#guide"
P01218,Text,2023-12-22,3008,1458,876,86210,1903.4,U00134,Twitter,#cosplay
P01219,Image,2023-11-01,1207,899,1724,70584,1269.7,U00098,Instagram,#stream
P01220,Text,2023-02-23,1383,1516,2529,42146,1766.7,U00098,Facebook,"#stream,#event"
P01221,Video,2024-05-04,1620,1539,2483,19961,1854.6,U00006,Instagram,#cosplay
P01222,Image,2023-02-28,3555,1101,1423,40647,2179.2,U00260,YouTube,"#fanart,#stream,#announcement"
P01223,Image,2023-01-28,2418,1132,457,56216,1443.9,U00167,Instagram,"#fanart,#stream"
P01224,Image,2023-11-06,1533,922,1698,74705,1399.2,U00825,Instagram,#stream
P01225,Image,2023-12-26,1223,135,1785,15305,1065.2,U00720,Instagram,"#stream,#update,#announcement"
P01226,Video,2023-10-05,954,3,1526,54322,840.3,U00348,Facebook,"#stream,#update,#announcement"
P01227,Text,2023-04-13,4003,1265,1452,62623,2416.3,U00739,Twitter,"#update,#fanart"
P01228,Video,2023-07-07,1262,333,1257,92755,981.8,U00153,Twitter,"#guide,#fanart"
P01229,Video,2023-08-18,2209,1093,1545,49792,1675.0,U00503,Twitter,#guide
P01230,Text,2023-12-31,263,1876,1183,85244,1022.9,U00557,YouTube,"#stream,#fanart"
P01231,Text,2023-01-16,3875,1427,879,77751,2241.8,U00316,Facebook,"#fanart,#event"
P01232,Image,2023-12-15,1421,235,1325,22870,1036.4,U00256,YouTube,"#guide,#event,#fanart"
P01233,Video,2023-03-26,2285,1179,2694,14561,2075.9,U00868,Instagram,"#fanart,#event,#stream"
P01234,Text,2023-11-10,792,533,2705,1541,1288.2,U00351,Facebook,"#cosplay,#update"
P01235,Text,2023-10-18,2017,1411,1736,67022,1750.9,U00125,YouTube,"#update,#guide"
P01236,Image,2023-09-30,2936,298,1270,38566,1644.8,U00281,Instagram,"#guide,#update"
P01237,Video,2023-12-05,4554,1912,2790,95337,3232.2,U00728,Facebook,"#fanart,#stream,#guide"
P01238,Video,2024-02-16,1447,974,2345,86013,1574.5,U00205,Twitter,#cosplay
P01239,Image,2023-02-06,1844,135,427,28695,906.2,U00951,Instagram,"#update,#cosplay"
P01240,Text,2023-11-17,3497,1817,1341,62547,2346.2,U00726,Facebook,#guide
P01241,Video,2023-06-14,4938,661,1167,26643,2523.6,U00027,Facebook,#fanart
P01242,Image,2023-06-17,984,583,1581,54239,1042.8,U00500,Twitter,#update
P01243,Image,2023-06-25,3534,360,594,1102,1699.8,U00260,YouTube,"#update,#guide"
P01244,Image,2024-01-03,948,1723,688,82347,1102.5,U00954,Facebook,#fanart
P01245,Video,2024-02-06,2029,1135,2104,42450,1783.3,U00016,Twitter,"#stream,#cosplay,#announcement"
P01246,Text,2024-04-24,4673,406,1630,78121,2480.0,U00285,YouTube,"#cosplay,#stream,#announcement"
P01247,Video,2023-05-13,342,421,2361,24917,971.4,U00392,Facebook,"#cosplay,#event"
P01248,Image,2023-05-07,3977,216,403,26404,1776.5,U00773,Twitter,"#event,#stream"
P01249,Image,2024-04-22,1166,1417,582,10055,1066.1,U00580,Twitter,"#update,#stream"
P01250,Image,2023-12-12,473,670,681,65633,594.5,U00964,Facebook,#update
P01251,Video,2023-10-01,4245,54,2247,84542,2388.3,U00517,YouTube,"#announcement,#cosplay"
P01252,Image,2023-12-23,3390,734,2620,81913,2362.2,U00835,Twitter,#guide
P01253,Image,2023-09-02,43,850,196,78217,331.0,U00533,Instagram,"#announcement,#stream,#cosplay"
P01254,Video,2023-07-01,1253,883,2461,10719,1504.4,U00279,Facebook,"#guide,#event,#update"
P01255,Image,2023-06-12,2225,1292,1335,97343,1678.1,U00792,YouTube,"#update,#cosplay,#stream"
P01256,Image,2023-07-14,1675,536,1817,82838,1375.9,U00201,Twitter,"#stream,#announcement,#fanart"
P01257,Video,2023-11-28,3473,1854,1477,66234,2388.5,U00284,Instagram,"#fanart,#event"
P01258,Video,2023-10-06,1029,145,1886,53857,1020.9,U00369,Instagram,"#cosplay,#stream,#guide"
P01259,Text,2023-06-02,3107,1718,111,70255,1791.5,U00355,Instagram,#update
P01260,Video,2023-06-11,3045,249,960,31898,1580.7,U00825,YouTube,"#guide,#update"
P01261,Image,2023-12-12,3009,1448,1153,54291,1983.9,U00335,Instagram,"#update,#stream"
P01262,Image,2023-04-16,4262,1664,2693,48955,3011.9,U00616,Twitter,"#guide,#stream"
P01263,Text,2023-03-06,268,405,2748,37599,1053.1,U00047,Facebook,"#event,#announcement"
P01264,Text,2023-07-26,2280,121,1698,19040,1457.7,U00374,Facebook,"#stream,#guide"
P01265,Image,2023-05-24,4975,507,2847,92841,2996.2,U00290,Instagram,"#stream,#update"
P01266,Video,2024-02-15,1309,1539,330,20015,1084.3,U00421,Instagram,"#cosplay,#update"
P01267,Text,2023-08-21,665,1256,1150,87840,987.8,U00250,Twitter,#stream
P01268,Video,2023-05-22,1999,1422,62,4282,1244.8,U00490,Facebook,"#guide,#announcement,#stream"
P01269,Text,2023-10-16,3079,506,587,41659,1559.5,U00142,Instagram,"#guide,#announcement"
P01270,Video,2024-03-24,2917,249,1675,31506,1744.0,U00708,Facebook,#update
P01271,Video,2023-07-27,391,1530,1636,79407,1106.2,U00260,Facebook,"#event,#fanart"
P01272,Image,2024-02-03,2126,1084,1733,61840,1695.5,U00022,YouTube,#stream
P01273,Video,2023-11-29,2858,1604,2418,7132,2349.8,U00716,YouTube,#event
P01274,Image,2023-11-22,2885,133,2857,58027,2051.0,U00620,Twitter,#announcement
P01275,Image,2024-01-15,3479,1143,1104,54741,2065.7,U00155,Twitter,"#cosplay,#update"
P01276,Text,2023-01-14,4230,770,825,24234,2170.5,U00060,Facebook,#update
P01277,Image,2023-01-22,779,1976,2266,10678,1584.2,U00872,YouTube,#cosplay
P01278,Image,2023-03-17,3029,835,825,93119,1709.6,U00050,Instagram,"#event,#fanart,#guide"
P01279,Image,2024-04-12,27,1912,1907,77626,1156.5,U00524,Twitter,"#cosplay,#event"
P01280,Video,2023-12-30,2314,1687,1782,17816,1966.3,U00314,Facebook,"#update,#stream,#event"
P01281,Video,2023-04-11,524,900,1765,11832,1009.1,U00639,Instagram,#cosplay
P01282,Image,2023-03-05,1280,1469,1360,45656,1360.7,U00232,Instagram,"#announcement,#event,#cosplay"
P01283,Text,2024-02-18,486,1130,867,64222,793.5,U00642,YouTube,"#fanart,#event"
P01284,Video,2023-04-05,2831,264,2216,33739,1876.4,U00959,YouTube,#event
P01285,Text,2024-03-02,2543,571,301,49272,1278.8,U00123,Facebook,"#fanart,#cosplay"
P01286,Text,2023-09-23,1023,140,2335,46914,1151.7,U00780,Twitter,#event
P01287,Text,2023-02-20,1218,1978,855,48498,1337.1,U00331,Facebook,"#stream,#update,#announcement"
P01288,Text,2023-05-02,3701,447,523,14381,1771.4,U00813,Instagram,#update
P01289,Image,2024-04-26,2286,1787,731,65636,1669.8,U00334,Facebook,"#fanart,#guide,#cosplay"
P01290,Image,2023-07-28,3619,132,743,72759,1710.1,U00362,Instagram,"#event,#stream,#guide"
P01291,Video,2023-12-21,3740,1523,2710,39348,2765.9,U00868,Instagram,"#event,#stream"
P01292,Image,2023-09-13,2560,1914,1470,83172,2039.2,U00011,Twitter,"#event,#guide,#stream"
P01293,Image,2023-07-31,4304,974,2093,7781,2641.7,U00019,Twitter,"#fanart,#announcement,#update"
P01294,Text,2024-01-24,440,1863,1042,44065,1047.5,U00114,Twitter,"#event,#fanart"
P01295,Text,2023-12-23,2948,1221,1680,76744,2049.5,U00886,Facebook,"#event,#stream,#announcement"
P01296,Text,2023-11-23,3308,551,174,26577,1540.7,U00163,Instagram,"#announcement,#fanart"
P01297,Video,2023-02-16,2029,295,344,17859,1003.3,U00073,Facebook,#update
P01298,Video,2024-02-04,2597,967,862,53151,1587.5,U00909,Instagram,"#fanart,#announcement"
P01299,Image,2023-05-21,1082,1609,2673,19694,1717.4,U00548,Twitter,#stream
P01300,Video,2023-12-15,4833,1321,1779,95627,2863.2,U00186,Twitter,"#cosplay,#stream,#event"
P01301,Text,2023-12-07,2418,658,2750,26010,1989.6,U00533,YouTube,"#event,#update"
P01302,Video,2023-05-10,2489,1599,1615,21456,1959.8,U00170,Facebook,"#update,#fanart"
P01303,Video,2024-01-21,2579,346,2015,38124,1739.9,U00460,Twitter,"#fanart,#guide"
P01304,Image,2023-09-05,3651,1661,2736,96302,2779.5,U00569,Twitter,#event
P01305,Image,2023-02-21,1847,662,2818,26039,1782.8,U00497,YouTube,#stream
P01306,Image,2024-02-23,385,3,2114,98186,789.1,U00554,Facebook,#fanart
P01307,Video,2023-07-03,4887,1995,2803,8225,3394.2,U00995,Twitter,#event
P01308,Text,2023-09-10,1896,322,687,26990,1061.1,U00219,Instagram,"#event,#announcement,#cosplay"
P01309,Image,2023-12-10,4779,1938,2370,10029,3204.0,U00030,YouTube,"#stream,#fanart"
P01310,Video,2023-06-04,4030,649,988,95079,2103.1,U00039,YouTube,#guide
P01311,Image,2024-04-23,1320,1526,2786,43017,1821.6,U00875,Twitter,"#cosplay,#event"
P01312,Image,2023-02-22,1572,1370,1111,84826,1373.1,U00460,Facebook,"#fanart,#stream,#cosplay"
P01313,Image,2023-11-08,2639,1940,2598,63453,2417.0,U00256,Instagram,"#cosplay,#guide,#event"
P01314,Video,2023-10-15,1118,330,1992,56048,1143.8,U00926,Twitter,"#stream,#guide"
P01315,Text,2023-11-04,4889,1444,99,16470,2418.5,U00062,Instagram,#guide
P01316,Image,2024-01-13,666,593,2335,44962,1144.8,U00361,Twitter,#cosplay
P01317,Image,2023-08-17,308,145,815,2334,411.2,U00536,Instagram,"#stream,#announcement"
P01318,Video,2023-06-13,4876,247,1835,98938,2575.0,U00468,YouTube,#cosplay
P01319,Text,2023-04-19,1506,998,2969,47051,1792.5,U00473,Twitter,"#announcement,#event"
P01320,Video,2023-02-24,961,830,361,20948,741.7,U00416,Facebook,"#update,#guide"
P01321,Image,2024-03-10,1816,1007,2196,64955,1687.3,U00461,YouTube,"#fanart,#event,#announcement"
P01322,Text,2023-07-15,3965,176,880,46003,1902.8,U00557,YouTube,#guide
P01323,Video,2023-07-10,456,1209,2536,41203,1305.9,U00627,Instagram,"#announcement,#fanart"
P01324,Image,2023-02-20,2023,791,1589,39092,1523.2,U00132,Twitter,"#announcement,#cosplay,#event"
P01325,Text,2023-03-19,974,501,1183,36207,894.8,U00532,Facebook,"#guide,#cosplay,#stream"
P01326,Video,2024-01-26,2410,23,882,37180,1235.5,U00033,Facebook,#guide
P01327,Text,2024-01-28,1227,1019,937,25620,1077.6,U00003,Facebook,#update
P01328,Video,2023-04-04,1280,339,320,73996,709.7,U00492,Instagram,"#update,#cosplay,#event"
P01329,Text,2023-04-22,4247,1152,1782,13731,2579.0,U00434,Twitter,"#event,#cosplay"
P01330,Image,2023-02-05,4138,495,1696,74954,2312.5,U00482,Instagram,#guide
P01331,Text,2023-05-02,2556,1550,676,91941,1690.2,U00273,Instagram,#stream
P01332,Image,2023-06-14,370,1316,1460,56092,980.8,U00325,Facebook,"#announcement,#guide,#cosplay"
P01333,Video,2023-08-10,843,362,439,221,577.5,U00907,Twitter,"#guide,#fanart,#cosplay"
P01334,Image,2023-11-05,3730,653,2747,70315,2512.0,U00963,Facebook,#update
P01335,Image,2023-07-29,4790,1087,1524,83689,2699.3,U00353,Instagram,"#cosplay,#fanart"
P01336,Image,2023-12-17,2337,1901,2942,28923,2387.7,U00144,Facebook,"#cosplay,#event,#update"
P01337,Video,2023-11-23,1288,509,1782,70947,1202.5,U00581,Facebook,"#event,#guide,#cosplay"
P01338,Text,2023-12-28,1085,1782,2805,58393,1810.1,U00351,Twitter,#update
P01339,Video,2023-03-18,3595,1392,1999,98497,2455.3,U00790,YouTube,#announcement
P01340,Text,2024-03-21,2000,1275,1921,36262,1758.8,U00053,Facebook,#update
P01341,Image,2023-08-30,1640,1027,683,54035,1169.0,U00604,Instagram,"#announcement,#event,#cosplay"
P01342,Image,2023-04-19,3721,151,1250,39493,1908.7,U00180,Instagram,"#announcement,#event,#guide"
P01343,Image,2023-08-13,3895,1120,2301,29897,2584.3,U00311,Twitter,"#event,#stream,#update"
P01344,Video,2023-11-05,1380,67,2988,29789,1468.5,U00715,YouTube,"#guide,#event"
P01345,Text,2023-02-04,125,695,215,36221,323.0,U00566,Facebook,"#stream,#event"
P01346,Image,2023-07-29,457,464,1636,71903,812.8,U00992,Instagram,"#update,#guide,#fanart"
P01347,Video,2023-11-19,866,387,2518,38123,1217.9,U00221,Twitter,#update
P01348,Video,2023-11-06,1934,1739,829,48722,1544.0,U00757,Facebook,"#guide,#event,#fanart"
P01349,Video,2023-11-21,4586,1334,1944,69600,2817.8,U00312,YouTube,#guide
P01350,Image,2023-02-10,3741,1130,646,66512,2029.2,U00190,Twitter,"#announcement,#event,#guide"
P01351,Image,2023-10-27,625,975,174,32957,594.7,U00386,Twitter,"#stream,#fanart,#event"
P01352,Text,2024-03-02,1164,1776,980,70589,1292.4,U00082,YouTube,"#fanart,#event"
P01353,Image,2023-04-22,861,1742,246,93278,940.8,U00417,YouTube,"#announcement,#event,#stream"
P01354,Text,2023-04-14,406,457,176,95281,352.3,U00319,Twitter,"#guide,#announcement"
